Swiss German,German,Meaning,Factual similarity,Grammar differs?,Reasons?
D Eberhard Karls Universitet z Dibenga zeeld zo de eldesde Universideda vo Deidschland.,Die Eberhard Karls Universität Tübingen ist eine Universität des Landes Baden-Württemberg in Tübingen.,2,n/a,FALSE,
D EPFL isch 1853 gründet worde und isch eini vo de renommiertiste europäische Hochschuele.,Heute zählt das Forum EPFL zum wichtigsten Rekrutierungsanlass der Schweiz und zu einem der grössten in Europa.,2,n/a,FALSE,meaning 2 or 3
D Ergebnis vun de Märzrevoltion sin alli wider zruckgnumme worre un bis 1851 sin d Grundrecht fascht iberall ufghobe worre.,Der kaiserliche Erlass der Oktroyierten Märzverfassung führte am 7. März 1849 zum Unabhängigkeitsaufstand.,2,n/a,FALSE,
"D Flechi vom Lozärner Stadtgebiet betreid 37,4 km² (bis Endi 2009; 24,15 km²).",In den 25 Jahren bis 2000 büsste die Kernstadt Luzern einen Drittel seiner Einwohnerschaft ein.,2,n/a,FALSE,
"D Gmarkong setzt sich zemme ous 45,2 % Landwirtschaftsfleche, 26,8 % Wald, 26,3 % Sidlongsfleche ond 1,7 % sonschticher Fleche.","Gärtringen hat Anteil am Landschaftsschutzgebiet, am FFH-Gebiet, am Vogelschutzgebiet und am Naturpark Schönbuch.",2,n/a,FALSE,
D Monroe isch vil chrank gsi.,Monroe bestand auf anspruchsvolleren Rollen.,2,n/a,FALSE,
D Provinz Jiwaka isch in drei Dischtrikt unterdailt.,Jiwaka ist seit Mai 2012 eine Provinz in Papua-Neuguinea.,2,Different details,FALSE,
D Region Guria zieht sich bis in d Hochlaage vom Chline Kaukasus.,Besonders zeigt sich dies in den Gebirgsregionen des Großen Kaukasus.,2,n/a,FALSE,"Chline Kaukasus 
≠ Großen Kaukasus"
D Sabine Timoteo het vu 1997 bis 2000 Chechi gleert.,"Sabine Timoteo (geborene ""Hagenbüchle""; * 25. März 1975 in Bern) ist eine Schweizer Schauspielerin.",2,n/a,FALSE,
D Schuelsproch aber isch s Rumantsch Grischun.,Amtssprache ist das rätoromanische Idiom Surmiran.,2,n/a,FALSE,
"D Sproch vu dr ehmolige Kolonialherre, Portugiesisch, isch bis hite di ellainig Amtssproch.",Die auf die Bedürfnisse der Kolonialmacht Portugal ausgerichtete Wirtschaft war nach deren Abzug nicht mehr lebensfähig.,2,n/a,FALSE,
"D Stadt Stuegert hot 1965 de Ôôlaga beim Uff-Kirchhof da Nama ""Ganzhornanlagen"" gäa.",Von Frühjahr 1832 bis Herbst 1836 ging Ganzhorn auf das Obergymnasium in Stuttgart; das spätere Eberhard-Ludwigs-Gymnasium.,2,n/a,FALSE,
"D Suechi no Dreger z Kenia het ab 1917 Forme aagnuu, wu an Sklavejagde gmahnt hän.","Sie wurden im Jahre 1963, nach der Unabhängigkeit Kenias, aus den Teilen der King’s African Rifles gebildet.",2,n/a,FALSE,
D Verbindig vo me churze Vokal und me churze Konsonant git s im Schwedische nit.,"Den Exzessiv mit „zu“ bildet die schwedische Sprache mit „""för""“.",2,n/a,FALSE,
D' 6-Zylinder-Reihä-Diesel sind vu VW zuäkauft und für teils Märkt au nu mit 5 Zylinder ahbottä cho.,Der Volvo 240 wurde mit verschiedenen Ottomotoren und zwei Dieselmotoren angeboten.,2,n/a,FALSE,
"D' Benziner geltät als überuus robuscht, d'Diesel weniger.",Der Volvo 240 wurde mit verschiedenen Ottomotoren und zwei Dieselmotoren angeboten.,2,n/a,FALSE,
D' Höchi öber em Meer betreit öppe 415 Meter.,"Der höchste Punkt befindet sich auf 495 Metern auf dem Distelberg, der tiefste auf 406 Metern an der Suhre.",2,Different details,FALSE,
D'Daphne het e Durmesser vu öppe 175 Kilometern.,Der Mond hat einen Durchmesser von knapp zwei Kilometern.,2,n/a,FALSE,
D’ Ariana Grande wìrd oft àls Pop-Ikoona-n-ààglüagt.,"Ariana Grande-Butera (* 26. Juni 1993 in Boca Raton, Florida) ist eine US-amerikanische Sängerin und Schauspielerin.",2,n/a,FALSE,
"D’ Ciara Michel bsìtzt d’ britischa, àmerikànischa un àuischtrààlischa Schtààtsààgheerigkait.",Michel ist die Tochter eines US-amerikanischen Basketballers und einer Britin irischer Abstammung.,2,n/a,FALSE,
"D’ Personalpronome luutet mi (ich), vi (du iir, Sii), li (er), ŝi (sii), ĝi (es), ni (mir), ili (sii, merzaal).","Es gibt allerdings auch Partikeln, die trotz ihrer Pluralbedeutung nicht auf j enden: ""ni"" (wir), ""ambaŭ"" (beide).",2,n/a,FALSE,
"Das het däzuä gfüärt, dass dä Beethoven i dä Schuäl oft müäd gsi isch und a Konzentrationsmangäl glettä het.",Mit der Verschlechterung seines Gehörs konzentrierte sich Beethoven mehr und mehr aufs Komponieren.,2,n/a,FALSE,
Das isch e klari bolitischi Niiderlag gsi für e revolutionär Flügel innerhalb vo dr Sozialdemokratii.,Zudem radikalisierten sich Teile der schweizerischen Sozialdemokratie.,2,n/a,FALSE,
Das isch vo 1937 bis 1971 im Alte Landgricht gsi.,"Zwar fiel bereits 1973 der Entscheid, doch die alte Burghalde zum Museum umzubauen.",2,Different details,FALSE,
Das si knapp dreimol so vil wie no im Juli 2011.,Im ersten Quartal 2010 wurden in den Vereinigten Staaten erstmals mehr Android-Mobiltelefone als iPhones verkauft.,2,n/a,FALSE,
De bekanntischt Maître Fromager in de Schwiiz isch de Rolf Beeler.,Der Maître fromager affineur (aus dem Französischen) ist ein Spezialist zur Veredelung von Käse.,2,n/a,FALSE,
De BKS Iyengar bischribt i sim Buech 200 Asanas.,"Bikram Choudhury, ein anderer Schüler von B.C. Ghosh, kürzte daraus in seinem Bikram-Yoga die Abfolge auf 26 Asanas.",2,n/a,FALSE,
"De Falter schlüüft im Juni us de bruune Puppe, wo öberwinteret het.","Die Falter fliegen in einer Generation von Mitte Mai bis Juli, die Raupen findet man von Mitte Juni bis August.",2,Different details,FALSE,
De FC St. Galle isch zwai Mol Schwizer Maischter worde (1904 und 2000).,"1896 schloss sich der ""FC Viktor St. Gallen"" dem FC St. Gallen an.",2,n/a,FALSE,
De Film hät dütschi Undertitel.,"Auch wenn der Film „mit starken Schauspielern gehobene Unterhaltung“ biete, präge er sich kaum ein.",2,n/a,FALSE,
De Iibis lebt elai oder i chliine Gruppe.,Der Heilige Ibis oder Pharaonenibis brütet in Kolonien.,2,n/a,FALSE,
De Kumarbi isch as Chorngott vereert wore.,Kumarbi wurde mit verschiedenen Gottheiten gleichgesetzt.,2,n/a,FALSE,
De luxeburgischi Pass het er erscht syt 1987.,Die Matura holte er bis 1987 mit einem Fernstudium nach.,2,n/a,FALSE,
De Mastarna heb denn d Macht öbernoo und as König Servius Tullius öber Rom gherrscht.,Servius Tullius († um 534 v. Chr.) war der Sage nach der sechste König Roms.,2,n/a,FALSE,
"De Name ""Reute"" chonnt vo ""Reuten"", wa de Ursprung im Wort ""roode"" (Wälder roode) hät.","Reute liegt zwischen Heiden und Rebstein, über dem Rheintal.",2,n/a,FALSE,
De Name Rosmerta isch Gallisch und bidütet »Grossi Schützeri«.,"Rosmerta könnte somit ""ro-smertā"" („die gut Eingeschmierte“) bedeuten.",2,Different details,FALSE,
De Prozess isch im Früelig 1206 ufem Domplatz vo Assisi vom örtliche Bischof Guido II. gfüert wore.,Im Herbst 1226 lud der Bischof von Assisi ihn in seinen Palast ein.,2,n/a,FALSE,
"De Ptolemäus het z Alexandria en noije Tempel, es Serapeum, gstiftet und de Serapis zum Schutzgott vo Alexanria ernennt.","Serapis (auch Sarapis) war ein ägyptisch-hellenistischer Gott, der seit Ptolemaios I. als integrativer Reichsgott etabliert wurde.",2,n/a,FALSE,
De Stadt Züri ghöört er sit 1945.,Die Enge ist ein Quartier der Stadt Zürich.,2,n/a,FALSE,
De Tieläkt vu Schüblbach ghöört zum Höuchschtalemannisch.,Früher lag Schübelbach am Tuggnersee.,2,n/a,FALSE,
"De Ursprung vo de Gmeind ligt im Chloschter Lìtzel, wo direkt uf de ehemalige dütsch-franzesische Sproochgrenz glege-n-isch.","Sie liegt unmittelbar an der Grenze zum Schweizer Kanton Jura und dessen Ort Lucelle, der zur Gemeinde Pleigne gehört.",2,n/a,FALSE,
"De Uusländeraatäil liit bi 12,5 % (Stand 2011).",Der Hausemer Anteil zählte 2007 11 Einwohner.,2,n/a,FALSE,
"De Uusländeraatäil liit bi 13,3 % (Stand 2011).","Am 31. Dezember 2011 gehörten 49,3 % der Bevölkerung zur Evangelisch-reformierten Kirche und 21,9 % zur Römisch-katholischen Kirche.",2,n/a,FALSE,
Dè wilde Bach Ravenna bǜètet uff èm Deilschtugg durch d Schlucht è baar Wasserfäll.,Den Schluchtausgang überquert die Höllentalbahn über die 37 Meter hohe Ravennabrücke.,2,n/a,FALSE,
De züritüütsch Tieläkt vo Baserschtoorf ghört zue de Oberländer Mundarte.,"Da Bassersdorf zum Bezirk Bülach im Kanton Zürich zugehört, ist das offizielle Publikationsorgan der Gemeinde der Zürcher Unterländer.",2,n/a,FALSE,
Demit hät s liberale Ziitalter in Italie igsetzt.,Am 3. Mai 1915 wurde der Dreibund von Italien aufgekündigt.,2,n/a,FALSE,
Denn het er en Usbildig an dr Zürcher Stadtskanzlei gmacht.,In Zürich bekleidete er verschiedene Ämter.,2,n/a,FALSE,
"Denn wird im allgemeine nume no dr Afangsbuechschdabe grooss gschriibe, wie im enä konventionelle Wort.","Generell gilt, dass Kurzwörter, also auch Akronyme, bedeutungsgleich mit den Ausdrücken verwendet werden, die ihnen zugrunde liegen (= Vollformen).",2,n/a,FALSE,
Deno isch er schpäter zum Oberstleutnant beferdert worre.,Am 15. Oktober wurde er in das Dienstzimmer des Generalstabschefs bestellt.,2,n/a,FALSE,
"Der Bach het do obe der hüpsch Name ""Jäunli"".","Der Jaunbach, auf Französisch La Jogne, ist ein Bach in den Kantonen Bern und Freiburg.",2,n/a,FALSE,
"Der Dessebärg isch es Platoo höch über em Bielersee, und dört unde isch denn der Jurafuess.","Der Chasseral ist mit die höchste Erhebung im Berner Jura, im Nordwesten des Kantons Bern, Schweiz.",2,n/a,FALSE,
Der elsassisch Dialekt vu Sulz gheert zum Owerrhinàlemànnisch.,Der Bahnhof Soultz (Haut-Rhin) lag an der Bahnstrecke Bollwiller–Lautenbach.,2,n/a,FALSE,
"Der gröschte Teil vum griechische Mkedonie lit am Ägaische Meer, wo en Tail vom Mittelmeer isch.",Auf dem Gebiet von Makedonien befindet sich die größte Ebene Griechenlands.,2,n/a,FALSE,
Die ganzi Druckform wird iigfärbt und die überschüssigi Farb wird abkratzt.,"Das einzelne, durch den Druckprozess entstehende Blatt nennt man „Abzug“, die Gesamtzahl der Abzüge heißt die „Auflage“.",2,n/a,FALSE,
"Die Objekt erfülle d Definition, wo do gee wird, und hai drzue non e differenzierbari Struktur.","In der Funktionentheorie ergänzt man die Fläche nicht um eine differenzierbare Struktur, sondern um eine komplexe Struktur.",2,n/a,FALSE,
"Die Sproochstuufe zaigt vill Iiflüss vo anderne iranische Sprooche, wie z. B. Pahlewi.",Avestisch bildet als ostiranische Sprache zusammen mit dem südwestiranischen Altpersisch die am frühesten belegten iranischen Sprachen.,2,n/a,FALSE,
"Die Subdomain extern.wikipedia.de isch e eigeständigi Domain, wo nur de Knote mail.extern.wikipedia.de dezue ghört.","Jede Subdomain ist eigenständig wieder eine Domain, in der andere Domains und Hostnamen liegen können.",2,Different details,FALSE,meaning 2 or 3
Die westlichi Kante vom Land ligt an de Nordsee und die östlichi an de Ostsee.,Das Land zwischen den Meeren Nord- und Ostsee ist nach dem Saarland das zweitkleinste deutsche Flächenland.,2,Different details,FALSE,
Dört fliesse drei riisigi Firnström zämme.,"Es sind die Mittelmoränen, die das Eis der drei Hauptfirne voneinander trennen.",2,n/a,FALSE,
Dört sind im 20. Johrhundert di grosse Golfplätz vo Crans-Montana agleit worde.,Im Sommer ist Crans-Montana ein Zentrum des Golfsports.,2,n/a,FALSE,
"Dr ""Santa Maria"" isch e Immobiliehai vu Wyoming.","Santa Maria findet den ""Schuh des Manitu"", einen Berg mit Höhle, in welcher der Schatz versteckt ist.",2,n/a,FALSE,
Dr alte Dorfkern lit am Fuaß vom Kummaberg.,"Die fünf Ortsteile der Gemeinde Koblach sind Au, Dürne, Straßenhäuser, Neuburg und Udelberg.",2,n/a,FALSE,
"Dr Ausländeraadoel isch 2011 bei 2,7 % gleäge.","Zwischen 1988 und 2018 wuchs die Gemeinde von 1081 auf 1191 um 110 Einwohner bzw. um 10,2 %.",2,n/a,FALSE,
Dr Besìtzer vu dr Stàdt hàt mehrmol gwachselt.,Im Westfälischen Frieden wurde Saverne erneut dem Straßburger Bischof zugesprochen.,2,n/a,FALSE,
Dr Birgermoeschter vo Grabe ischt dr Andreas Scharf.,Bischof Heinrich II. von Augsburg vermachte die Kirche mit 2 Hufen Acker dem Domkapitel zu Augsburg.,2,n/a,FALSE,"Grabe is part of 
Augsburg"
Dr Burgermaischter vu Klierf isch dr Yves Arend.,In einem Dokument aus dem 12. Jahrhundert wird Graf Gerhard von Clerf als Bruder von Friedrich von Vianden bezeichnet.,2,n/a,FALSE,
Dr Burgermaischter vu Miedernach isch bis 2011 dr Bob Bintz gsii.,"Bis Ende 2011 war Medernach der Hauptort der gleichnamigen Gemeinde, die zum Kanton Diekirch gehörte.",2,n/a,FALSE,
Dr Burgermaischter vu Oisinge isch dr Thomas Karst.,Im Dezember 2013 wurde Thomas Karst zum Nachfolger von Roland Bauer gewählt.,2,Different details,FALSE,
Dr Burgermaischter vu Walzbachtal isch dr Karl-Heinz Burgey.,Die Gemeinde Walzbachtal liegt im Kraichgau.,2,n/a,FALSE,
Dr Burgermaischter vu Yvorne isch dr Philippe Gex (Stand Merz 2014).,Mit der Eroberung der Herrschaft Aigle durch Bern im Jahr 1476 gelangte Yvorne unter die Verwaltung des Gouvernements Aigle.,2,n/a,FALSE,
"Dr Debussy isch äine vo de iiflussriichste Komponiste vo dr ""Belle Époque"" gsi.","Der Prix de Rome war zu Debussys Zeit die höchste Auszeichnung, die einem französischen Komponisten zuteilwerden konnte.",2,n/a,FALSE,
Dr Dialäkt vu Hüffenhardt ghert zum Sidfränkisch.,Im Wollenbachtal liegt die zu Hüffenhardt zählende Hüttigsmühle.,2,n/a,FALSE,
Dr Dialäkt vun Haslä ghert zum Owerrhinalemannisch.,Die Haslacher Fasent ist Teil der schwäbisch-alemannischen Fastnacht.,2,n/a,FALSE,
Dr Dialekt vo Amerdinge ghert zom Schwäbisch.,Im Süden grenzt es an den Landkreis Dillingen.,2,n/a,FALSE,
Dr Dialekt vo Bludaz khört zum Bodeseealemannisch.,1525 scheiterte die Reformation in Bludenz.,2,n/a,FALSE,
Dr Dialekt vo Durlãnge ghert zom Schwäbisch.,Das Wappenbild verweist auf den Waldreichtum der Durlanger Gemarkung.,2,n/a,FALSE,
Dr Dialekt vo Kiißlegg ghert zom Schwäbisch.,Kißlegg ist wie die umliegende Region römisch-katholisch geprägt.,2,n/a,FALSE,
Dr Dialekt vo Nesselwang ghert zum Oschtschwäbisch.,Nesselwang ist ein Markt im bayerisch-schwäbischen Landkreis Ostallgäu.,2,n/a,FALSE,
Dr Dialekt vo Oechschdedda ghert zom Schwäbisch.,Während der Zeit des Hochmittelalters lag der Ort im Herzogtum Schwaben.,2,n/a,FALSE,
Dr Dialekt vo Riesbirg ghert zom Schwäbisch.,Riesbürg ist eine Gemeinde im Ostalbkreis in Baden-Württemberg.,2,n/a,FALSE,
Dr Dialekt vo Saddeldorf ghert zom Oschtfränkisch.,Satteldorf ist eine Gemeinde und ein Ort im Landkreis Schwäbisch Hall im fränkisch geprägten Nordosten Baden-Württembergs.,2,n/a,FALSE,
Dr Dialekt vo Seekirch ghert zom Mittelschwäbisch.,Der 2012 gefundene Einbaum von Seekirch stammt aus der Jungsteinzeit.,2,n/a,FALSE,
Dr Dialekt vo Tschagguu khört zum Bodeseealemannisch.,Tschagguns ist mit einem Bahnhof an der Bahnstrecke Bludenz–Schruns an das Eisenbahnnetz angeschlossen.,2,n/a,FALSE,
Dr Dialekt vo Waldsee ghert zom Schwäbisch.,Bad Waldsee besitzt auf dem Döchtbühl.,2,n/a,FALSE,
Dr ehemoolig Hoochiigang lit uf dr Südostsite im erste Stock.,Die Audienzstube befand sich in der ersten Etage in der Südecke; heute ist dort das Restaurant untergebracht.,2,Different details,FALSE,
Dr elsassisch Dialekt vun Baribiete ghert zem Owerrhinàlemànnisch.,"Die Weinlage ""Altenberg de Bergbieten"" ist eine Alsace-Grand-Cru-Lage.",2,n/a,FALSE,
Dr elsassisch Dialekt vun Göine ghert zem Owerrhinàlemànnisch.,Der jüdische Familienname Guggenheim ist vom Dorf Gougenheim abgeleitet.,2,n/a,FALSE,Göine = Guggenheim
Dr elsassisch Dialekt vun Lìntel ghert zem Owerrhinàlemànnisch.,Linthal ist eine französische Gemeinde mit Einwohnern (Stand ) im Département Haut-Rhin in der Region Grand Est (bis 2015 Elsass).,2,n/a,FALSE,
Dr elsassisch Dialekt vun Maisegott ghert zem Owerrhinàlemànnisch.,Sie ist einer der Grenzorte des alemannischen Dialektraums.,2,n/a,FALSE,
Dr elsassisch Dialekt vun Mützig ghert zem Owerrhinàlemànnisch.,Die Gemeinde ist Mitglied der Communauté de communes de la Région de Molsheim-Mutzig.,2,n/a,FALSE,
Dr elsassisch Dialekt vun Scherwiller ghert zem Owerrhinàlemànnisch.,Scherwiller gehört der Communauté de communes de Sélestat an.,2,n/a,FALSE,
Dr elsassisch Dialekt vun Wìlse ghert zem Owerrhinàlemànnisch.,Wilwisheim ist eine französische Gemeinde mit Einwohnern (Stand ) im Département Bas-Rhin in der Region Grand Est (bis 2015 Elsass).,2,n/a,FALSE,
Dr frankoprovenzalisch Dialäkt vu Étroubles ghert zum Valdostanisch (Valdôtèn).,Étroubles ist eine italienische Gemeinde mit Einwohnern (Stand ) in der autonomen Region Aostatal.,2,n/a,FALSE,
Dr Ggmeindspresident va Riederalp ischt dr Peter Albrecht (Stant Oktober 2017).,"Als Attraktion gilt die im Sommer 2008 eröffnete Hängebrücke, die Riederalp mit Belalp verbindet.",2,n/a,FALSE,
Dr Gmeindsammann vo Chnuutu esch dr Peter Boog (Stand Februar 2016).,"Die Pfarrkirche St. Bartholomäus steht in Knutwil, eine Kapelle in St. Erhard.",2,n/a,FALSE,
"Dr Händel het s erst Möönet spööter fertig brocht, si Wärk fertig z schriibe.","Händel antwortete jeweils schnell darauf, indem er eigene neue Fassungen erstellte und mit Erfolg aufführte.",2,n/a,FALSE,
"Dr Hanery Amman het derno i Projäkt für Chinder mitgmacht, au bi der Höörspiilserii vom Jimmy Flitz.","Hanery Amman (bürgerlich ""Hanspeter Ammann;"" * 2. November 1952 in Interlaken; † 30. Dezember 2017 ebenda) war ein Schweizer Musiker.",2,n/a,FALSE,
Dr hekschtalemannisch Dialäkt vo Andermatt ghert zue dr Mundart vom Urseretal.,Im Rathaus zu Andermatt tagen noch heute die alten Geschlechter.,2,n/a,FALSE,
Dr hischtorische Kern von dr Stadt isch von ra zu 3/4 erhaltena und in Teila begehbara Stadtmaur umgäba.,Die Altstadt von Weil der Stadt besteht aus drei Teilbereichen.,2,n/a,FALSE,
"Dr hochalemannisch Dialäkt vo Chibberg-Buechi ghört zue dr Dialäkt vo dr Region Soledurn, wo ähnlich si zum Bärndütsch.",Die Doppelgemeinde Kyburg-Buchegg liegt acht Kilometer südsüdwestlich des Kantonshauptortes Solothurn (Luftlinie).,2,n/a,FALSE,
"Dr hochalemannisch Dialäkt vo Gretzebach ghört zue dr Dialäkt vo dr Region Oute, wo ähnlech si zue dr Aargauer Dialäkt.","Gretzenbach liegt im solothurnischen Niederamt, zwischen der aargauischen Kantonshauptstadt Aarau (ca. 6 km Entfernung) und Olten (ca. 10 km Entfernung).",2,n/a,FALSE,
"Dr hochalemannisch Dialäkt vo Gringel ghört zue dr Schwarzbuebeländer Dialäkt, wo zuem Nordweschtschwyzerdütsch ghöre.",Der zentrale Gemeindeteil wird vom östlichen Abschnitt der Talmulde Bärschwil-Grindel eingenommen.,2,n/a,FALSE,
Dr Joseph Fesch het e bedütendi Karriere gmacht.,"Mitte des 17. Jahrhunderts waren die Faesch die reichste Familie in Basel, ihre zuvor gegründete Familienstiftung besteht immer noch.",2,n/a,FALSE,
Dr Justinian het s Stüürwääse reformiert und sich allgemäin verhasst gmacht.,So bestieg Justinian zum zweiten Mal den Thron.,2,n/a,FALSE,
Dr letscht Maire vun Wìngersche ìsch dr Bernard Freund gsin.,Wingersheim ist ein ehemaliges Reichsdorf.,2,n/a,FALSE,
Dr lombardisch Dialäkt vu Capriasca ghert zum Ibergang zwisch em Ticinese un em Comasco-Lecchese.,"Am 20. April 2008 haben Bidogno, Corticiasca, Lugaggia zur neuen Gemeinde Capriasca fusioniert.",2,n/a,FALSE,
"Dr Sarkozy hàt, ìn Pàrtnerschàft mìt dr ditscha Bundeskànzlera Angela Merkel, dr Wìlla fer a stàrka Europäischa Union ghàà.",Als französischer Staatspräsident war Nicolas Sarkozy von Amts wegen Kofürst von Andorra.,2,n/a,FALSE,
